########################################################################################################################################################################################################
Check MTCNN_ROOT_DIR, current MTCNN_ROOT_DIR is - /
########################################################################################################################################################################################################
########################################################################################################################################################################################################
########################################################################################################################################################################################################
Prepare CelebA dataset for input.
Prepared CelebA dataset for input.
########################################################################################################################################################################################################
Generate a basic dataset i.e. PNet dataset.
Generated a basic dataset i.e. PNet dataset.
########################################################################################################################################################################################################
Train PNet.
2018-09-10 22:11:05.788329 - step - 3840 accuracy - 0.946188, class loss - 0.196523, bbox loss - 0.073931, landmark loss - 0.030195, L2 loss - 0.017259, lr - 0.010000 
2018-09-11 12:01:42.531033 - step - 579840 accuracy - 0.974684, class loss - 0.127105, bbox loss - 0.059065, landmark loss - 0.018403, L2 loss - 0.018923, lr - 0.000010 
2018-09-11 12:07:14.719489 - step - 583680 accuracy - 0.949772, class loss - 0.178365, bbox loss - 0.053913, landmark loss - 0.027056, L2 loss - 0.018922, lr - 0.000010 
2018-09-11 12:12:47.472575 - step - 587520 accuracy - 0.948837, class loss - 0.187001, bbox loss - 0.065274, landmark loss - 0.019634, L2 loss - 0.018922, lr - 0.000010 
2018-09-11 12:18:19.307211 - step - 591360 accuracy - 0.951754, class loss - 0.174093, bbox loss - 0.058984, landmark loss - 0.019013, L2 loss - 0.018922, lr - 0.000010 
2018-09-11 12:23:51.716790 - step - 595200 accuracy - 0.943478, class loss - 0.187853, bbox loss - 0.050469, landmark loss - 0.023926, L2 loss - 0.018921, lr - 0.000010 
2018-09-11 12:29:24.209280 - step - 599040 accuracy - 0.947598, class loss - 0.166487, bbox loss - 0.072517, landmark loss - 0.024826, L2 loss - 0.018921, lr - 0.000010 
2018-09-11 12:34:56.206393 - step - 602880 accuracy - 0.933628, class loss - 0.224983, bbox loss - 0.065155, landmark loss - 0.018783, L2 loss - 0.018921, lr - 0.000010 
2018-09-11 12:40:28.430836 - step - 606720 accuracy - 0.928889, class loss - 0.276597, bbox loss - 0.076968, landmark loss - 0.020896, L2 loss - 0.018920, lr - 0.000010 
2018-09-11 12:46:01.311962 - step - 610560 accuracy - 0.958848, class loss - 0.138591, bbox loss - 0.068775, landmark loss - 0.022120, L2 loss - 0.018920, lr - 0.000010 
2018-09-11 12:51:33.618445 - step - 614400 accuracy - 0.973333, class loss - 0.121626, bbox loss - 0.066460, landmark loss - 0.021027, L2 loss - 0.018919, lr - 0.000010 
2018-09-11 12:57:06.018857 - step - 618240 accuracy - 0.949580, class loss - 0.145417, bbox loss - 0.051380, landmark loss - 0.025875, L2 loss - 0.018919, lr - 0.000010 
2018-09-11 13:02:39.091707 - step - 622080 accuracy - 0.952174, class loss - 0.187501, bbox loss - 0.057385, landmark loss - 0.018733, L2 loss - 0.018919, lr - 0.000010 
2018-09-11 13:08:11.329100 - step - 625920 accuracy - 0.946667, class loss - 0.183376, bbox loss - 0.057770, landmark loss - 0.027801, L2 loss - 0.018919, lr - 0.000010 
2018-09-11 13:13:43.633781 - step - 629760 accuracy - 0.958140, class loss - 0.158580, bbox loss - 0.076146, landmark loss - 0.022896, L2 loss - 0.018918, lr - 0.000010 
2018-09-11 13:19:16.495205 - step - 633600 accuracy - 0.952991, class loss - 0.161297, bbox loss - 0.059576, landmark loss - 0.019062, L2 loss - 0.018918, lr - 0.000010 
2018-09-11 13:24:48.691821 - step - 637440 accuracy - 0.956897, class loss - 0.174606, bbox loss - 0.073140, landmark loss - 0.030010, L2 loss - 0.018917, lr - 0.000010 
2018-09-11 13:30:21.155371 - step - 641280 accuracy - 0.955947, class loss - 0.155364, bbox loss - 0.058635, landmark loss - 0.020783, L2 loss - 0.018917, lr - 0.000010 
2018-09-11 13:35:53.842459 - step - 645120 accuracy - 0.924444, class loss - 0.274132, bbox loss - 0.051602, landmark loss - 0.020658, L2 loss - 0.018916, lr - 0.000010 
2018-09-11 13:41:25.991874 - step - 648960 accuracy - 0.905172, class loss - 0.283302, bbox loss - 0.057606, landmark loss - 0.034816, L2 loss - 0.018916, lr - 0.000010 
2018-09-11 13:46:58.132955 - step - 652800 accuracy - 0.972093, class loss - 0.134966, bbox loss - 0.051849, landmark loss - 0.024259, L2 loss - 0.018915, lr - 0.000010 
2018-09-11 13:52:30.591672 - step - 656640 accuracy - 0.930131, class loss - 0.226428, bbox loss - 0.077846, landmark loss - 0.016741, L2 loss - 0.018915, lr - 0.000010 
2018-09-11 13:58:03.123646 - step - 660480 accuracy - 0.959091, class loss - 0.205734, bbox loss - 0.051248, landmark loss - 0.016470, L2 loss - 0.018915, lr - 0.000010 
2018-09-11 14:03:35.756879 - step - 664320 accuracy - 0.932773, class loss - 0.275383, bbox loss - 0.061574, landmark loss - 0.017337, L2 loss - 0.018914, lr - 0.000010 
2018-09-11 14:09:08.193472 - step - 668160 accuracy - 0.959276, class loss - 0.169069, bbox loss - 0.070325, landmark loss - 0.014868, L2 loss - 0.018913, lr - 0.000010 
2018-09-11 14:14:40.290360 - step - 672000 accuracy - 0.945607, class loss - 0.254311, bbox loss - 0.053741, landmark loss - 0.031758, L2 loss - 0.018913, lr - 0.000010 
2018-09-11 14:20:12.303722 - step - 675840 accuracy - 0.960352, class loss - 0.174995, bbox loss - 0.056660, landmark loss - 0.026108, L2 loss - 0.018913, lr - 0.000010 
2018-09-11 14:25:44.988057 - step - 679680 accuracy - 0.958506, class loss - 0.207466, bbox loss - 0.065761, landmark loss - 0.029993, L2 loss - 0.018912, lr - 0.000010 
2018-09-11 14:31:17.676689 - step - 683520 accuracy - 0.960000, class loss - 0.138941, bbox loss - 0.048115, landmark loss - 0.019089, L2 loss - 0.018912, lr - 0.000010 
2018-09-11 14:36:49.830466 - step - 687360 accuracy - 0.947598, class loss - 0.224072, bbox loss - 0.060931, landmark loss - 0.018699, L2 loss - 0.018912, lr - 0.000010 
2018-09-11 14:42:22.321916 - step - 691200 accuracy - 0.947137, class loss - 0.217801, bbox loss - 0.060501, landmark loss - 0.024943, L2 loss - 0.018911, lr - 0.000010 
2018-09-11 14:47:54.497776 - step - 695040 accuracy - 0.959350, class loss - 0.176911, bbox loss - 0.059597, landmark loss - 0.018198, L2 loss - 0.018911, lr - 0.000010 
2018-09-11 14:53:26.849776 - step - 698880 accuracy - 0.946602, class loss - 0.214089, bbox loss - 0.069559, landmark loss - 0.018703, L2 loss - 0.018911, lr - 0.000010 
2018-09-11 14:58:59.463684 - step - 702720 accuracy - 0.948276, class loss - 0.188095, bbox loss - 0.056764, landmark loss - 0.019686, L2 loss - 0.018910, lr - 0.000010 
2018-09-11 15:04:32.028414 - step - 706560 accuracy - 0.938053, class loss - 0.206342, bbox loss - 0.053617, landmark loss - 0.025851, L2 loss - 0.018909, lr - 0.000010 
2018-09-11 15:10:04.276344 - step - 710400 accuracy - 0.947137, class loss - 0.174121, bbox loss - 0.059136, landmark loss - 0.020903, L2 loss - 0.018909, lr - 0.000010 
2018-09-11 15:15:36.566231 - step - 714240 accuracy - 0.924883, class loss - 0.330786, bbox loss - 0.056962, landmark loss - 0.024599, L2 loss - 0.018909, lr - 0.000010 
2018-09-11 15:21:08.785815 - step - 718080 accuracy - 0.942731, class loss - 0.195940, bbox loss - 0.059362, landmark loss - 0.022774, L2 loss - 0.018908, lr - 0.000010 
2018-09-11 15:26:40.952766 - step - 721920 accuracy - 0.944444, class loss - 0.199108, bbox loss - 0.049623, landmark loss - 0.018177, L2 loss - 0.018908, lr - 0.000010 
2018-09-11 15:32:13.623624 - step - 725760 accuracy - 0.973568, class loss - 0.150022, bbox loss - 0.065838, landmark loss - 0.018842, L2 loss - 0.018907, lr - 0.000010 
2018-09-11 15:37:45.904227 - step - 729600 accuracy - 0.974468, class loss - 0.086615, bbox loss - 0.057180, landmark loss - 0.026533, L2 loss - 0.018907, lr - 0.000010 
PNet - network is trained and weights are generated at ../data/models/mtcnn/train
Trained PNet.
########################################################################################################################################################################################################
Generate a hard dataset i.e. RNet dataset.
Generated a hard dataset i.e. RNet dataset.
########################################################################################################################################################################################################
Train RNet.
2018-09-11 15:46:28.233460 - step - 3840 accuracy - 0.929766, class loss - 0.293217, bbox loss - 0.069794, landmark loss - 0.014951, L2 loss - 0.025539, lr - 0.010000 
2018-09-11 15:52:14.171092 - step - 7680 accuracy - 0.907850, class loss - 0.336214, bbox loss - 0.070852, landmark loss - 0.010739, L2 loss - 0.026672, lr - 0.010000 
2018-09-11 15:58:00.066163 - step - 11520 accuracy - 0.955479, class loss - 0.171007, bbox loss - 0.063441, landmark loss - 0.028219, L2 loss - 0.027465, lr - 0.010000 
2018-09-11 16:03:46.701870 - step - 15360 accuracy - 0.942568, class loss - 0.216939, bbox loss - 0.043861, landmark loss - 0.009227, L2 loss - 0.027983, lr - 0.010000 
2018-09-11 16:09:32.074962 - step - 19200 accuracy - 0.969072, class loss - 0.171193, bbox loss - 0.057770, landmark loss - 0.032263, L2 loss - 0.028007, lr - 0.010000 
2018-09-11 16:15:17.562336 - step - 23040 accuracy - 0.951890, class loss - 0.177242, bbox loss - 0.059834, landmark loss - 0.010488, L2 loss - 0.028398, lr - 0.010000 
2018-09-11 16:21:03.282302 - step - 26880 accuracy - 0.941379, class loss - 0.195962, bbox loss - 0.051048, landmark loss - 0.013721, L2 loss - 0.028414, lr - 0.010000 
2018-09-11 16:26:48.765314 - step - 30720 accuracy - 0.959184, class loss - 0.203347, bbox loss - 0.052931, landmark loss - 0.008581, L2 loss - 0.028474, lr - 0.010000 
2018-09-11 16:32:34.800739 - step - 34560 accuracy - 0.952218, class loss - 0.155744, bbox loss - 0.054341, landmark loss - 0.010819, L2 loss - 0.028663, lr - 0.010000 
2018-09-11 16:38:20.144689 - step - 38400 accuracy - 0.958042, class loss - 0.152044, bbox loss - 0.059075, landmark loss - 0.013035, L2 loss - 0.028973, lr - 0.010000 
2018-09-11 16:44:05.567193 - step - 42240 accuracy - 0.942761, class loss - 0.199789, bbox loss - 0.061914, landmark loss - 0.012061, L2 loss - 0.028999, lr - 0.010000 
2018-09-11 16:49:52.165394 - step - 46080 accuracy - 0.952703, class loss - 0.189260, bbox loss - 0.052600, landmark loss - 0.005986, L2 loss - 0.029006, lr - 0.010000 
2018-09-11 16:55:37.804311 - step - 49920 accuracy - 0.953177, class loss - 0.196636, bbox loss - 0.051693, landmark loss - 0.011366, L2 loss - 0.029073, lr - 0.010000 
2018-09-11 17:01:24.028060 - step - 53760 accuracy - 0.959596, class loss - 0.162715, bbox loss - 0.055812, landmark loss - 0.007312, L2 loss - 0.029160, lr - 0.010000 
2018-09-11 17:07:09.508082 - step - 57600 accuracy - 0.955479, class loss - 0.148758, bbox loss - 0.057800, landmark loss - 0.015530, L2 loss - 0.029302, lr - 0.010000 
2018-09-11 17:12:55.050396 - step - 61440 accuracy - 0.969388, class loss - 0.158403, bbox loss - 0.050733, landmark loss - 0.008167, L2 loss - 0.029302, lr - 0.010000 
2018-09-11 17:18:40.240790 - step - 65280 accuracy - 0.935593, class loss - 0.220990, bbox loss - 0.063659, landmark loss - 0.011679, L2 loss - 0.029344, lr - 0.010000 
2018-09-11 17:24:25.952201 - step - 69120 accuracy - 0.961403, class loss - 0.157520, bbox loss - 0.060278, landmark loss - 0.007939, L2 loss - 0.029567, lr - 0.010000 
2018-09-11 17:30:12.014665 - step - 72960 accuracy - 0.952542, class loss - 0.160774, bbox loss - 0.041338, landmark loss - 0.007132, L2 loss - 0.029605, lr - 0.010000 
2018-09-11 17:35:57.474116 - step - 76800 accuracy - 0.962838, class loss - 0.130728, bbox loss - 0.054922, landmark loss - 0.033035, L2 loss - 0.029577, lr - 0.010000 
2018-09-11 17:41:42.861351 - step - 80640 accuracy - 0.951389, class loss - 0.173273, bbox loss - 0.048621, landmark loss - 0.013479, L2 loss - 0.029671, lr - 0.010000 
2018-09-11 17:47:28.390083 - step - 84480 accuracy - 0.956376, class loss - 0.149649, bbox loss - 0.066803, landmark loss - 0.008826, L2 loss - 0.029687, lr - 0.010000 
2018-09-11 17:53:14.486337 - step - 88320 accuracy - 0.948980, class loss - 0.170357, bbox loss - 0.061395, landmark loss - 0.013188, L2 loss - 0.029669, lr - 0.010000 
2018-09-11 17:59:00.157058 - step - 92160 accuracy - 0.952703, class loss - 0.149142, bbox loss - 0.055258, landmark loss - 0.010032, L2 loss - 0.029700, lr - 0.010000 
2018-09-11 18:04:46.315554 - step - 96000 accuracy - 0.955326, class loss - 0.160167, bbox loss - 0.054129, landmark loss - 0.006538, L2 loss - 0.029707, lr - 0.010000 
2018-09-11 18:10:31.620608 - step - 99840 accuracy - 0.941581, class loss - 0.208957, bbox loss - 0.049255, landmark loss - 0.009877, L2 loss - 0.029637, lr - 0.010000 
2018-09-11 18:16:17.408153 - step - 103680 accuracy - 0.951890, class loss - 0.147829, bbox loss - 0.064276, landmark loss - 0.051010, L2 loss - 0.029565, lr - 0.010000 
2018-09-11 18:22:02.702037 - step - 107520 accuracy - 0.959866, class loss - 0.167049, bbox loss - 0.052715, landmark loss - 0.023721, L2 loss - 0.029749, lr - 0.010000 
2018-09-11 18:27:48.569002 - step - 111360 accuracy - 0.965035, class loss - 0.126645, bbox loss - 0.050907, landmark loss - 0.008882, L2 loss - 0.029689, lr - 0.010000 
2018-09-11 18:33:34.996989 - step - 115200 accuracy - 0.952862, class loss - 0.160055, bbox loss - 0.056707, landmark loss - 0.004420, L2 loss - 0.029826, lr - 0.010000 
2018-09-11 18:39:20.392405 - step - 119040 accuracy - 0.970000, class loss - 0.148911, bbox loss - 0.053181, landmark loss - 0.010851, L2 loss - 0.029858, lr - 0.010000 
2018-09-11 18:45:06.322079 - step - 122880 accuracy - 0.945578, class loss - 0.176668, bbox loss - 0.050660, landmark loss - 0.007976, L2 loss - 0.029829, lr - 0.010000 
2018-09-11 18:50:51.624765 - step - 126720 accuracy - 0.948980, class loss - 0.158269, bbox loss - 0.049874, landmark loss - 0.005882, L2 loss - 0.029695, lr - 0.010000 
2018-09-11 18:56:38.428722 - step - 130560 accuracy - 0.962712, class loss - 0.163523, bbox loss - 0.061649, landmark loss - 0.008179, L2 loss - 0.029898, lr - 0.010000 
2018-09-11 19:02:25.055640 - step - 134400 accuracy - 0.938776, class loss - 0.193058, bbox loss - 0.050629, landmark loss - 0.008673, L2 loss - 0.029849, lr - 0.010000 
2018-09-11 19:08:10.461299 - step - 138240 accuracy - 0.972414, class loss - 0.096603, bbox loss - 0.057201, landmark loss - 0.009634, L2 loss - 0.029840, lr - 0.010000 
2018-09-11 19:13:55.833424 - step - 142080 accuracy - 0.959044, class loss - 0.182004, bbox loss - 0.058746, landmark loss - 0.010722, L2 loss - 0.029832, lr - 0.010000 
2018-09-11 19:19:41.333656 - step - 145920 accuracy - 0.949324, class loss - 0.192549, bbox loss - 0.058114, landmark loss - 0.023635, L2 loss - 0.029993, lr - 0.010000 
2018-09-11 19:25:26.981330 - step - 149760 accuracy - 0.968966, class loss - 0.163610, bbox loss - 0.056236, landmark loss - 0.008530, L2 loss - 0.029977, lr - 0.010000 
2018-09-11 19:31:13.790323 - step - 153600 accuracy - 0.955782, class loss - 0.176604, bbox loss - 0.046537, landmark loss - 0.010731, L2 loss - 0.029950, lr - 0.010000 
2018-09-11 19:36:59.380833 - step - 157440 accuracy - 0.993151, class loss - 0.090501, bbox loss - 0.055626, landmark loss - 0.008016, L2 loss - 0.030124, lr - 0.010000 
2018-09-11 19:42:45.009786 - step - 161280 accuracy - 0.953020, class loss - 0.166788, bbox loss - 0.060818, landmark loss - 0.010073, L2 loss - 0.030428, lr - 0.010000 
2018-09-11 19:48:30.328847 - step - 165120 accuracy - 0.954704, class loss - 0.196167, bbox loss - 0.055962, landmark loss - 0.009208, L2 loss - 0.030487, lr - 0.010000 
2018-09-11 19:54:16.068344 - step - 168960 accuracy - 0.952703, class loss - 0.176164, bbox loss - 0.050451, landmark loss - 0.008999, L2 loss - 0.030573, lr - 0.010000 
2018-09-11 20:00:03.362477 - step - 172800 accuracy - 0.948630, class loss - 0.217680, bbox loss - 0.058872, landmark loss - 0.009005, L2 loss - 0.030793, lr - 0.010000 
2018-09-11 20:05:49.121051 - step - 176640 accuracy - 0.937500, class loss - 0.209097, bbox loss - 0.045624, landmark loss - 0.006564, L2 loss - 0.030843, lr - 0.010000 
2018-09-11 20:11:34.649569 - step - 180480 accuracy - 0.962069, class loss - 0.175926, bbox loss - 0.054215, landmark loss - 0.006952, L2 loss - 0.031212, lr - 0.010000 
2018-09-11 20:17:20.106521 - step - 184320 accuracy - 0.972881, class loss - 0.151463, bbox loss - 0.051842, landmark loss - 0.005907, L2 loss - 0.031155, lr - 0.010000 
2018-09-11 20:23:05.352641 - step - 188160 accuracy - 0.964912, class loss - 0.116640, bbox loss - 0.058648, landmark loss - 0.008943, L2 loss - 0.031203, lr - 0.010000 
2018-09-11 20:28:52.099869 - step - 192000 accuracy - 0.976271, class loss - 0.113944, bbox loss - 0.047585, landmark loss - 0.006129, L2 loss - 0.031382, lr - 0.010000 
2018-09-11 20:34:38.126005 - step - 195840 accuracy - 0.958763, class loss - 0.123127, bbox loss - 0.059078, landmark loss - 0.009497, L2 loss - 0.031393, lr - 0.010000 
2018-09-11 20:40:23.642044 - step - 199680 accuracy - 0.944828, class loss - 0.179672, bbox loss - 0.060284, landmark loss - 0.004879, L2 loss - 0.031516, lr - 0.010000 
2018-09-11 20:46:09.354291 - step - 203520 accuracy - 0.975610, class loss - 0.112577, bbox loss - 0.054643, landmark loss - 0.007648, L2 loss - 0.031706, lr - 0.010000 
2018-09-11 20:51:55.085768 - step - 207360 accuracy - 0.965870, class loss - 0.150489, bbox loss - 0.042952, landmark loss - 0.010920, L2 loss - 0.031607, lr - 0.010000 
2018-09-11 20:57:41.050754 - step - 211200 accuracy - 0.963333, class loss - 0.157217, bbox loss - 0.051264, landmark loss - 0.018240, L2 loss - 0.031683, lr - 0.010000 
2018-09-11 21:03:28.368031 - step - 215040 accuracy - 0.931741, class loss - 0.160911, bbox loss - 0.052250, landmark loss - 0.011181, L2 loss - 0.031753, lr - 0.010000 
2018-09-11 21:09:13.543626 - step - 218880 accuracy - 0.941781, class loss - 0.184264, bbox loss - 0.049652, landmark loss - 0.007126, L2 loss - 0.031771, lr - 0.010000 
2018-09-11 21:14:59.024747 - step - 222720 accuracy - 0.979866, class loss - 0.115788, bbox loss - 0.058765, landmark loss - 0.006192, L2 loss - 0.031815, lr - 0.010000 
2018-09-11 21:20:44.338405 - step - 226560 accuracy - 0.969900, class loss - 0.092755, bbox loss - 0.065106, landmark loss - 0.006313, L2 loss - 0.031991, lr - 0.010000 
2018-09-11 21:26:30.986364 - step - 230400 accuracy - 0.937705, class loss - 0.180191, bbox loss - 0.045519, landmark loss - 0.005724, L2 loss - 0.031878, lr - 0.010000 
2018-09-11 21:32:16.980735 - step - 234240 accuracy - 0.956081, class loss - 0.126768, bbox loss - 0.045983, landmark loss - 0.011355, L2 loss - 0.031935, lr - 0.010000 
2018-09-11 21:38:02.352157 - step - 238080 accuracy - 0.952381, class loss - 0.175923, bbox loss - 0.050174, landmark loss - 0.007911, L2 loss - 0.031982, lr - 0.010000 
2018-09-11 21:43:47.553675 - step - 241920 accuracy - 0.972509, class loss - 0.109266, bbox loss - 0.051402, landmark loss - 0.019104, L2 loss - 0.031874, lr - 0.010000 
2018-09-11 21:49:32.902345 - step - 245760 accuracy - 0.954545, class loss - 0.151256, bbox loss - 0.065276, landmark loss - 0.007432, L2 loss - 0.031968, lr - 0.010000 
2018-09-11 21:55:18.555630 - step - 249600 accuracy - 0.951724, class loss - 0.171929, bbox loss - 0.048298, landmark loss - 0.013183, L2 loss - 0.031742, lr - 0.010000 
2018-09-11 22:01:04.717276 - step - 253440 accuracy - 0.963087, class loss - 0.169669, bbox loss - 0.058027, landmark loss - 0.005752, L2 loss - 0.031754, lr - 0.010000 
2018-09-11 22:06:50.738724 - step - 257280 accuracy - 0.954704, class loss - 0.181205, bbox loss - 0.049245, landmark loss - 0.009212, L2 loss - 0.031756, lr - 0.010000 
2018-09-11 22:12:36.878513 - step - 261120 accuracy - 0.965753, class loss - 0.130019, bbox loss - 0.057934, landmark loss - 0.008342, L2 loss - 0.031857, lr - 0.010000 
2018-09-11 22:18:22.989567 - step - 264960 accuracy - 0.958621, class loss - 0.144064, bbox loss - 0.052361, landmark loss - 0.005522, L2 loss - 0.031885, lr - 0.010000 
2018-09-11 22:24:08.570400 - step - 268800 accuracy - 0.951890, class loss - 0.148075, bbox loss - 0.045949, landmark loss - 0.005069, L2 loss - 0.031983, lr - 0.010000 
2018-09-11 22:29:54.236728 - step - 272640 accuracy - 0.949153, class loss - 0.185924, bbox loss - 0.060930, landmark loss - 0.006436, L2 loss - 0.031795, lr - 0.010000 
2018-09-11 22:35:39.740981 - step - 276480 accuracy - 0.972509, class loss - 0.105777, bbox loss - 0.052113, landmark loss - 0.007407, L2 loss - 0.031864, lr - 0.010000 
2018-09-11 22:41:25.355029 - step - 280320 accuracy - 0.972789, class loss - 0.137565, bbox loss - 0.039161, landmark loss - 0.006277, L2 loss - 0.032026, lr - 0.010000 
2018-09-11 22:47:13.537004 - step - 284160 accuracy - 0.952218, class loss - 0.154731, bbox loss - 0.042482, landmark loss - 0.007550, L2 loss - 0.031978, lr - 0.010000 
2018-09-11 22:52:59.121003 - step - 288000 accuracy - 0.959732, class loss - 0.148779, bbox loss - 0.044497, landmark loss - 0.012253, L2 loss - 0.031977, lr - 0.010000 
2018-09-11 22:58:44.716836 - step - 291840 accuracy - 0.966102, class loss - 0.130040, bbox loss - 0.040760, landmark loss - 0.005102, L2 loss - 0.031967, lr - 0.010000 
2018-09-11 23:04:30.433270 - step - 295680 accuracy - 0.958621, class loss - 0.165889, bbox loss - 0.048112, landmark loss - 0.007188, L2 loss - 0.031930, lr - 0.010000 
2018-09-11 23:10:15.849070 - step - 299520 accuracy - 0.958477, class loss - 0.202998, bbox loss - 0.050620, landmark loss - 0.005546, L2 loss - 0.031985, lr - 0.010000 
2018-09-11 23:16:01.386015 - step - 303360 accuracy - 0.983051, class loss - 0.097231, bbox loss - 0.068741, landmark loss - 0.009324, L2 loss - 0.031969, lr - 0.010000 
2018-09-11 23:21:46.771150 - step - 307200 accuracy - 0.972509, class loss - 0.115199, bbox loss - 0.044869, landmark loss - 0.008477, L2 loss - 0.031913, lr - 0.010000 
2018-09-11 23:27:32.277265 - step - 311040 accuracy - 0.969283, class loss - 0.096970, bbox loss - 0.055556, landmark loss - 0.005868, L2 loss - 0.032077, lr - 0.010000 
2018-09-11 23:33:17.893528 - step - 314880 accuracy - 0.952381, class loss - 0.163362, bbox loss - 0.046060, landmark loss - 0.009148, L2 loss - 0.031980, lr - 0.010000 
2018-09-11 23:39:03.119747 - step - 318720 accuracy - 0.932432, class loss - 0.216124, bbox loss - 0.056227, landmark loss - 0.006440, L2 loss - 0.031710, lr - 0.010000 
2018-09-11 23:44:48.688522 - step - 322560 accuracy - 0.979661, class loss - 0.075929, bbox loss - 0.048461, landmark loss - 0.005180, L2 loss - 0.031565, lr - 0.001000 
2018-09-11 23:50:34.123582 - step - 326400 accuracy - 0.952381, class loss - 0.153474, bbox loss - 0.047465, landmark loss - 0.006734, L2 loss - 0.030914, lr - 0.001000 
2018-09-11 23:56:19.886864 - step - 330240 accuracy - 0.979798, class loss - 0.073278, bbox loss - 0.051514, landmark loss - 0.005851, L2 loss - 0.030347, lr - 0.001000 
2018-09-12 00:02:05.670934 - step - 334080 accuracy - 0.976510, class loss - 0.088000, bbox loss - 0.049230, landmark loss - 0.004600, L2 loss - 0.029854, lr - 0.001000 
2018-09-12 00:07:51.330975 - step - 337920 accuracy - 0.986159, class loss - 0.069554, bbox loss - 0.051299, landmark loss - 0.003966, L2 loss - 0.029348, lr - 0.001000 
2018-09-12 00:13:36.989984 - step - 341760 accuracy - 0.962963, class loss - 0.182381, bbox loss - 0.056133, landmark loss - 0.005732, L2 loss - 0.028918, lr - 0.001000 
2018-09-12 00:19:22.646330 - step - 345600 accuracy - 0.979381, class loss - 0.103467, bbox loss - 0.049827, landmark loss - 0.004015, L2 loss - 0.028491, lr - 0.001000 
2018-09-12 00:25:08.409009 - step - 349440 accuracy - 0.969799, class loss - 0.128366, bbox loss - 0.038979, landmark loss - 0.007807, L2 loss - 0.028085, lr - 0.001000 
2018-09-12 00:30:54.034688 - step - 353280 accuracy - 0.953333, class loss - 0.145049, bbox loss - 0.045743, landmark loss - 0.004819, L2 loss - 0.027727, lr - 0.001000 
2018-09-12 00:36:39.369704 - step - 357120 accuracy - 0.996622, class loss - 0.039341, bbox loss - 0.038977, landmark loss - 0.005138, L2 loss - 0.027376, lr - 0.001000 
2018-09-12 00:42:24.826084 - step - 360960 accuracy - 1.000000, class loss - 0.023726, bbox loss - 0.050098, landmark loss - 0.005748, L2 loss - 0.027033, lr - 0.001000 
2018-09-12 00:48:10.199812 - step - 364800 accuracy - 0.966102, class loss - 0.118042, bbox loss - 0.042692, landmark loss - 0.006114, L2 loss - 0.026722, lr - 0.001000 
2018-09-12 00:53:56.170888 - step - 368640 accuracy - 0.975945, class loss - 0.112443, bbox loss - 0.044977, landmark loss - 0.008431, L2 loss - 0.026427, lr - 0.001000 
2018-09-12 00:59:42.585874 - step - 372480 accuracy - 0.955017, class loss - 0.132201, bbox loss - 0.047131, landmark loss - 0.007238, L2 loss - 0.026131, lr - 0.001000 
2018-09-12 01:05:28.624914 - step - 376320 accuracy - 0.966667, class loss - 0.110625, bbox loss - 0.041218, landmark loss - 0.009975, L2 loss - 0.025875, lr - 0.001000 
2018-09-12 01:11:14.675062 - step - 380160 accuracy - 0.959596, class loss - 0.131674, bbox loss - 0.036531, landmark loss - 0.009539, L2 loss - 0.025628, lr - 0.001000 
2018-09-12 01:17:00.610465 - step - 384000 accuracy - 0.979730, class loss - 0.075981, bbox loss - 0.052000, landmark loss - 0.007197, L2 loss - 0.025382, lr - 0.001000 
2018-09-12 01:22:46.897555 - step - 387840 accuracy - 0.989691, class loss - 0.071954, bbox loss - 0.048628, landmark loss - 0.006540, L2 loss - 0.025161, lr - 0.001000 
2018-09-12 01:28:33.099500 - step - 391680 accuracy - 0.986348, class loss - 0.072918, bbox loss - 0.042932, landmark loss - 0.005124, L2 loss - 0.024956, lr - 0.001000 
2018-09-12 01:34:19.169697 - step - 395520 accuracy - 0.959596, class loss - 0.126783, bbox loss - 0.036873, landmark loss - 0.021194, L2 loss - 0.024740, lr - 0.001000 
2018-09-12 01:40:05.164659 - step - 399360 accuracy - 0.979592, class loss - 0.098641, bbox loss - 0.048438, landmark loss - 0.006116, L2 loss - 0.024544, lr - 0.001000 
2018-09-12 01:45:51.245164 - step - 403200 accuracy - 0.938776, class loss - 0.187451, bbox loss - 0.048803, landmark loss - 0.005655, L2 loss - 0.024361, lr - 0.001000 
2018-09-12 01:51:37.286318 - step - 407040 accuracy - 0.989933, class loss - 0.066615, bbox loss - 0.047800, landmark loss - 0.010592, L2 loss - 0.024171, lr - 0.001000 
2018-09-12 01:57:23.391326 - step - 410880 accuracy - 0.965986, class loss - 0.102579, bbox loss - 0.059478, landmark loss - 0.005471, L2 loss - 0.024006, lr - 0.001000 
2018-09-12 02:03:09.945679 - step - 414720 accuracy - 0.969072, class loss - 0.105478, bbox loss - 0.040837, landmark loss - 0.005902, L2 loss - 0.023822, lr - 0.001000 
2018-09-12 02:08:55.841674 - step - 418560 accuracy - 0.976351, class loss - 0.082938, bbox loss - 0.049267, landmark loss - 0.007935, L2 loss - 0.023648, lr - 0.001000 
2018-09-12 02:14:41.907995 - step - 422400 accuracy - 0.965517, class loss - 0.136069, bbox loss - 0.045720, landmark loss - 0.007623, L2 loss - 0.023525, lr - 0.001000 
2018-09-12 02:20:27.863980 - step - 426240 accuracy - 0.972696, class loss - 0.101257, bbox loss - 0.050566, landmark loss - 0.006552, L2 loss - 0.023379, lr - 0.001000 
